Form,transcription,englishName,language,englishPOS,ontologicalCategory,semanticField,languageFamily,alt_transcription,alt_form,phon,method
sky,StandardOrth,cloud,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsgyˀ,ordnet
luft,StandardOrth,air,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈlɔfd,ordnet
dug,StandardOrth,dew,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈduˀ,ordnet
skygge,StandardOrth,"shade, shadow",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsgygə,ordnet
mørke,StandardOrth,darkness,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈmɶɐ̯gə,ordnet
regnbue,StandardOrth,rainbow,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈʁɑjnˌbuːə,ordnet
storm,StandardOrth,storm,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsdɒˀm,ordnet
torden,StandardOrth,thunder,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈtoɐ̯dən,ordnet
lyn,StandardOrth,lightning,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈlyˀn,ordnet
stjerne,StandardOrth,star,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsdjæɐ̯nə,ordnet
sol,StandardOrth,sun,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsoˀl,ordnet
himmel,StandardOrth,sky,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈheməl,ordnet
sten,StandardOrth,"stone, rock",Danish,noun,NA,NA,Indo-European,NA,NA,ˈsdeˀn,ordnet
klippe,StandardOrth,"stone, rock",Danish,noun,NA,NA,Indo-European,NA,NA,ˈklebə,ordnet
skov,StandardOrth,"woods, forest",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsgɒwˀ,ordnet
kilde,StandardOrth,"spring, well",Danish,noun,NA,NA,Indo-European,NA,NA,ˈkilə,ordnet
brønd,StandardOrth,"spring, well",Danish,noun,NA,NA,Indo-European,NA,NA,ˈbʁɶnˀ,ordnet
hvirvel,StandardOrth,whirlpool,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈviɐ̯ˀwəl,ordnet
flod,StandardOrth,"river, stream, brook",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈfloˀð,ordnet
strøm,StandardOrth,"river, stream, brook",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsdʁɶmˀ,ordnet
bæk,StandardOrth,"river, stream, brook",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈbεg,ordnet
højvande,StandardOrth,hightide,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,-ˌvanə,ordnet
lavvande,StandardOrth,lowtide,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,-ˌvanə,ordnet
bølge,StandardOrth,wave,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈbøljə,ordnet
kap,StandardOrth,"headland, point",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈkɑb,ordnet
rev,StandardOrth,reef,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈʁεw,ordnet
lagune,StandardOrth,lagoon,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,laˈguːnə,ordnet
bugt,StandardOrth,"gulf, bay",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈbɔgd,ordnet
sø,StandardOrth,lake,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsøˀ,ordnet
ocean,StandardOrth,ocean,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,osəˈæˀn,ordnet
skum,StandardOrth,foam,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsgɔmˀ,ordnet
ru,StandardOrth,rough (of sea),Danish,other,Property,The physical world,Indo-European,NA,NA,ˈʁuˀ,ordnet
hav,StandardOrth,sea,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈhɑw,ordnet
stilhed,StandardOrth,calm (of sea),Danish,other,Property,The physical world,Indo-European,NA,NA,ˈsdelˌheðˀ,ordnet
vand,StandardOrth,water,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈvanˀ,ordnet
hule,StandardOrth,cave,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈhuːlə,ordnet
strand,StandardOrth,shore,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsdʁɑnˀ,ordnet
kyst,StandardOrth,shore,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈkøsd,ordnet
fastland,StandardOrth,mainland,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈfasdˌlanˀ,ordnet
ø,StandardOrth,island,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈøˀ,ordnet
dal,StandardOrth,valley,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈdæˀl,ordnet
slette,StandardOrth,"plain, field",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈslεdə,ordnet
skær,StandardOrth,"cliff, precipice",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsgεˀɐ̯,ordnet
bjerg,StandardOrth,"mountain, hill",Danish,noun,NA,NA,Indo-European,NA,NA,ˈbjæɐ̯ˀw,ordnet
fjeld,StandardOrth,"mountain, hill",Danish,noun,NA,NA,Indo-European,NA,NA,ˈfjεlˀ,ordnet
bakke,StandardOrth,"mountain, hill",Danish,noun,NA,NA,Indo-European,NA,NA,ˈbɑgə,ordnet
mudder,StandardOrth,mud,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈmuðˀʌ,ordnet
smuds,StandardOrth,mud,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsmus,ordnet
sand,StandardOrth,sand,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsanˀ,ordnet
støv,StandardOrth,dust,Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈsdøˀw,ordnet
jord,StandardOrth,"earth, land",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈjoˀɐ̯,ordnet
land,StandardOrth,"earth, land",Danish,noun,Person/Thing,The physical world,Indo-European,NA,NA,ˈlanˀ,ordnet
verden,StandardOrth,world,Danish,NA,Person/Thing,The physical world,Indo-European,NA,NA,ˈvæɐ̯dən,ordnet
undertiden,StandardOrth,sometimes,Danish,other,Other,Time,Indo-European,NA,NA,ɔnʌˈtiðˀən,ordnet
snart,StandardOrth,soon,Danish,other,Other,Time,Indo-European,NA,NA,ˈsnɑˀd,ordnet
langtids-,StandardOrth,long-time (for a),Danish,NA,Other,Time,Indo-European,NA,NA,ˈlɑŋtiðs-,ordnet
aldrig,StandardOrth,never,Danish,other,Other,Time,Indo-European,NA,NA,ˈɑldʁi,ordnet
igen,StandardOrth,again,Danish,other,Other,Time,Indo-European,NA,NA,iˈgεn,ordnet
atter,StandardOrth,again,Danish,other,Other,Time,Indo-European,NA,NA,ˈadʌ,ordnet
dag,StandardOrth,day,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈdæˀ,ordnet
nat,StandardOrth,night,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈnad,ordnet
morgen,StandardOrth,morning,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈmɒɒn,ordnet
eftermiddag,StandardOrth,afternoon,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈεfdʌmeˌdæˀ,ordnet
aften,StandardOrth,evening,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈɑfdən,ordnet
time,StandardOrth,hour,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈtiːmə,ordnet
ur,StandardOrth,"clock, timepiece",Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈuɐ̯ˀ,ordnet
klokke,StandardOrth,"clock, timepiece",Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈklʌgə,ordnet
uge,StandardOrth,week,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈuːə,ordnet
søndag,StandardOrth,Sunday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈsœnˀda,ordnet
mandag,StandardOrth,Monday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈmanˀda,ordnet
tirsdag,StandardOrth,Tuesday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈtiɐ̯ˀsda,ordnet
onsdag,StandardOrth,Wednesday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈɔnˀsda,ordnet
torsdag,StandardOrth,Thursday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈtɒˀsda,ordnet
fredag,StandardOrth,Friday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈfʁεˀda,ordnet
lørdag,StandardOrth,Saturday,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈlɶɐ̯da,ordnet
vinter,StandardOrth,winter,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈvenˀdʌ,ordnet
sommer,StandardOrth,summer,Danish,noun,Person/Thing,Time,Indo-European,NA,NA,ˈsʌmʌ,ordnet
lugte,StandardOrth,smell (vb intrans),Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈlɔgdə,ordnet
snuse,StandardOrth,sniff,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈsnuːsə,ordnet
vellugtende,StandardOrth,"fragrant, good smelling",Danish,other,Property,Sense perception,Indo-European,NA,NA,-ˌlɔgdənə,ordnet
duftende,StandardOrth,"fragrant, good smelling",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈdɔfdə,ordnet
stinkende,StandardOrth,"stinking, bad smelling",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsdeŋgənə,ordnet
smage,StandardOrth,taste,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈsmæːjə,ordnet
sød,StandardOrth,sweet,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsøðˀ,ordnet
bitter,StandardOrth,bitter,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈbedʌ,ordnet
sur,StandardOrth,"acid, sour",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsuɐ̯,ordnet
brak,StandardOrth,brackish,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈbʁɑg,ordnet
høre,StandardOrth,hear,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈhøːʌ,ordnet
lytte,StandardOrth,listen,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈlydə,ordnet
lyd,StandardOrth,"sound, noise",Danish,noun,Person/Thing,Sense perception,Indo-European,NA,NA,ˈlyðˀ,ordnet
se,StandardOrth,see,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈseˀ,ordnet
vise,StandardOrth,show,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈviːsə,ordnet
skinne,StandardOrth,shine,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈsgenə,ordnet
lyse,StandardOrth,shine,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈlyːsə,ordnet
klar,StandardOrth,bright,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈklɑˀ,ordnet
mørk,StandardOrth,dark (in color),Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈmɶɐ̯g,ordnet
dunkel,StandardOrth,dark (in color),Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈdɔŋˀgəl,ordnet
hvid,StandardOrth,white,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈviðˀ,ordnet
sort,StandardOrth,black,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsɒːd,ordnet
rød,StandardOrth,red,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈʁœðˀ,ordnet
gul,StandardOrth,yellow,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈguˀl,ordnet
berøre,StandardOrth,touch,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,beˈʁɶˀʌ,ordnet
knibe,StandardOrth,pinch,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈkniːbə,ordnet
føle,StandardOrth,feel,Danish,verb,Action/Process,Sense perception,Indo-European,NA,NA,ˈføːlə,ordnet
blød,StandardOrth,soft,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈbløˀð,ordnet
ujævn,StandardOrth,rough,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈuˌjεwˀn,ordnet
glat,StandardOrth,smooth,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈglad,ordnet
jævn,StandardOrth,smooth,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈjεwˀn,ordnet
skarp,StandardOrth,sharp,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsgɑːb,ordnet
sløv,StandardOrth,"blunt, dull",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsløwˀ,ordnet
stump,StandardOrth,"blunt, dull",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsdɔmˀb,ordnet
tung,StandardOrth,heavy,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈtɔŋˀ,ordnet
svær,StandardOrth,heavy,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsvεˀɐ̯,ordnet
let,StandardOrth,light (in weight),Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈlεd,ordnet
fugtig,StandardOrth,"wet, damp",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈfɔgdi,ordnet
tør,StandardOrth,dry,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈtɶˀɐ̯,ordnet
hed,StandardOrth,hot,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈheðˀ,ordnet
varm,StandardOrth,hot,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈvɑˀm,ordnet
kold,StandardOrth,cold,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈkʌlˀ,ordnet
ren,StandardOrth,clean,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈʁεˀn,ordnet
smudsig,StandardOrth,"dirty, soiled",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsmusi,ordnet
snavset,StandardOrth,"dirty, soiled",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈsnɑwsəð,ordnet
uren,StandardOrth,"dirty, soiled",Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈuˌʁεˀn,ordnet
foldet,StandardOrth,wrinkled,Danish,other,Property,Sense perception,Indo-European,NA,NA,ˈfʌlə,ordnet
sjæl,StandardOrth,"soul, spirit",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈɕεˀl,ordnet
forundret,StandardOrth,"surprised, astonished",Danish,other,Property,Emotions and values,Indo-European,NA,NA,fʌˈɔnˀdʁʌ,ordnet
forbavset,StandardOrth,"surprised, astonished",Danish,other,Property,Emotions and values,Indo-European,NA,NA,fʌˈbɑwˀsə,ordnet
lykke,StandardOrth,"good fortune, luck",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈløgə,ordnet
ulykke,StandardOrth,"misfortune, bad luck",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈuˌløgə,ordnet
glad,StandardOrth,"joyful, glad, happy",Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈglað,ordnet
smile,StandardOrth,smile,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈsmiːlə,ordnet
lege,StandardOrth,play,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈlɑjə,ordnet
spille,StandardOrth,play,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈsbelə,ordnet
elske,StandardOrth,love,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈεlsgə,ordnet
kysse,StandardOrth,kiss,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈkøsə,ordnet
omfavne,StandardOrth,embrace,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,-ˌfɑwˀnə,ordnet
smerte,StandardOrth,pain,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsmæɐ̯də,ordnet
kummer,StandardOrth,"grief, sorrow, sadness",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈkɔmˀʌ,ordnet
sorg,StandardOrth,"grief, sorrow, sadness",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsɒˀw,ordnet
angst,StandardOrth,"anxiety, worry",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈɑŋˀsd,ordnet
beklage,StandardOrth,"regret, be sorry",Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,beˈklæˀjə,ordnet
angre,StandardOrth,"regret, be sorry",Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈɑŋʁʌ,ordnet
medlidenhed,StandardOrth,pity,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,mεðˈliðˀənˌheðˀ,ordnet
græde,StandardOrth,"cry, weep",Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈgʁaːðə,ordnet
stønne,StandardOrth,groan,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈsdœnə,ordnet
hade,StandardOrth,hate,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈhæːðə,ordnet
vrede,StandardOrth,anger,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈvʁεːðə,ordnet
misundelse,StandardOrth,"envy, jealousy",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,misˈɔnˀəlsə,ordnet
jalousi,StandardOrth,"envy, jealousy",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ɕaluˈsiˀ,ordnet
skinsyge,StandardOrth,"envy, jealousy",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsgen-,ordnet
skam,StandardOrth,shame (noun),Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsgɑmˀ,ordnet
stolt,StandardOrth,proud,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈsdʌlˀd,ordnet
vove,StandardOrth,dare,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈvɔːvə,ordnet
turde,StandardOrth,dare,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈtoːʌ,ordnet
tapper,StandardOrth,brave,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈtɑbʌ,ordnet
modig,StandardOrth,brave,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈmoːði,ordnet
flygt,StandardOrth,"fear, fright",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈfløgdə,ordnet
skræk,StandardOrth,"fear, fright",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsgʁag,ordnet
ønske,StandardOrth,"desire, want",Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈønsgə,ordnet
vælge,StandardOrth,choose,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈvεljə,ordnet
tro,StandardOrth,faithful,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈtʁoˀ,ordnet
løgn,StandardOrth,"lie, tell lies",Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,ˈlʌjˀn,ordnet
bedrageri,StandardOrth,deceit,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,bedʁɑwʌˈʁiˀ,ordnet
snyd,StandardOrth,deceit,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsnyðˀ,ordnet
tilgive,StandardOrth,forgive,Danish,verb,Action/Process,Emotions and values,Indo-European,NA,NA,-ˌgiˀ,ordnet
god,StandardOrth,good,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈgoˀ,ordnet
ond,StandardOrth,bad,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈɔnˀ,ordnet
slem,StandardOrth,bad,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈslεmˀ,ordnet
rigtig,StandardOrth,"right, correct",Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈʁεgdi,ordnet
forkert,StandardOrth,wrong,Danish,other,Property,Emotions and values,Indo-European,NA,NA,fʌˈkeɐ̯ˀd,ordnet
skyld,StandardOrth,fault,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈsgylˀ,ordnet
fejl,StandardOrth,"mistake, error",Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈfɑjˀl,ordnet
bebrejdelse,StandardOrth,blame,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,beˈbʁɑjˀdəlsə,ordnet
ros,StandardOrth,praise,Danish,noun,Person/Thing,Emotions and values,Indo-European,NA,NA,ˈʁoˀs,ordnet
skøn,StandardOrth,beautiful,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈsgœnˀ,ordnet
køn,StandardOrth,beautiful,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈkœnˀ,ordnet
smuk,StandardOrth,beautiful,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈsmɔg,ordnet
grim,StandardOrth,ugly,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈgʁεmˀ,ordnet
hæslig,StandardOrth,ugly,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈhεsli,ordnet
klog,StandardOrth,clever,Danish,other,Property,Emotions and values,Indo-European,NA,NA,ˈklɔˀw,ordnet
sind,StandardOrth,mind,Danish,noun,Person/Thing,Cognition,Indo-European,NA,NA,ˈsenˀ,ordnet
tænke,StandardOrth,think (= reflect),Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈtεŋgə,ordnet
mene,StandardOrth,think (= be of the opinion),Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈmeːnə,ordnet
vide,StandardOrth,know,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈviːðə,ordnet
kende,StandardOrth,know,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈkεnə,ordnet
gætte,StandardOrth,guess,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈgεdə,ordnet
efterligne,StandardOrth,imitate,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,-ˌliˀnə,ordnet
synes,StandardOrth,seem,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈsynəs,ordnet
ide,StandardOrth,"idea, notion",Danish,noun,Person/Thing,Cognition,Indo-European,NA,NA,iˈdeˀ,ordnet
vis,StandardOrth,wise,Danish,other,Property,Cognition,Indo-European,NA,NA,ˈviˀs,ordnet
dum,StandardOrth,"foolish, stupid",Danish,other,Property,Cognition,Indo-European,NA,NA,ˈdɔmˀ,ordnet
forrykt,StandardOrth,"insane, crazy",Danish,other,Property,Cognition,Indo-European,NA,NA,fʌˈʁœgd,ordnet
gal,StandardOrth,"insane, crazy",Danish,other,Property,Cognition,Indo-European,NA,NA,ˈgæˀl,ordnet
vanvittig,StandardOrth,"insane, crazy",Danish,other,Property,Cognition,Indo-European,NA,NA,ˈvanˌvidi,ordnet
lære,StandardOrth,learn,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈlεːʌ,ordnet
studere,StandardOrth,study,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,sduˈdeˀʌ,ordnet
undervise,StandardOrth,teach,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈɔnʌˌviˀsə,ordnet
elev,StandardOrth,pupil,Danish,noun,Person/Thing,Cognition,Indo-European,NA,NA,eˈleˀw,ordnet
lærer,StandardOrth,teacher,Danish,noun,Person/Thing,Cognition,Indo-European,NA,NA,ˈlεːʌ,ordnet
skole,StandardOrth,school,Danish,noun,Person/Thing,Cognition,Indo-European,NA,NA,ˈsgoːlə,ordnet
huske,StandardOrth,remember,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈhusgə,ordnet
mindes,StandardOrth,remember,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈmenə,ordnet
erindre,StandardOrth,remember,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,eˈʁεnˀdʁʌ,ordnet
glemme,StandardOrth,forget,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,ˈglεmə,ordnet
tydelig,StandardOrth,"clear, plain",Danish,other,Property,Cognition,Indo-European,NA,NA,ˈtyːðəli,ordnet
hemmelig,StandardOrth,secret,Danish,other,Property,Cognition,Indo-European,NA,NA,ˈhεməli,ordnet
sikker,StandardOrth,"sure, certain",Danish,other,Property,Cognition,Indo-European,NA,NA,ˈsegʌ,ordnet
forklare,StandardOrth,explain,Danish,verb,Action/Process,Cognition,Indo-European,NA,NA,fʌˈklɑˀɑ,ordnet
hensigt,StandardOrth,"intention, purpose",Danish,noun,Person/Thing,Cognition,Indo-European,NA,NA,ˈhεnˌsegd,ordnet
