Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon
Harnisch,StandardOrth,NA,Original (M. R. Key),German,armor (defensive),Person/Thing,FALSE
zbroja,StandardOrth,NA,NA,Polish,armor (defensive),Person/Thing,NA
така,CyrillTrans,NA,NA,Ossetic,helmet,Person/Thing,NA
згъæртæ,CyrillTrans,NA,NA,Ossetic,helmet,Person/Thing,NA
elmo,StandardOrth,NA,NA,Italian,helmet,Person/Thing,NA
casque,StandardOrth,NA,NA,French,helmet,Person/Thing,NA
casc,StandardOrth,NA,NA,Catalan,helmet,Person/Thing,NA
elmo,StandardOrth,NA,NA,Portuguese,helmet,Person/Thing,NA
capacete,StandardOrth,NA,NA,Portuguese,helmet,Person/Thing,NA
coif,StandardOrth,NA,NA,Romanian,helmet,Person/Thing,NA
hjelm,StandardOrth,NA,NA,Danish,helmet,Person/Thing,NA
hjälm,StandardOrth,NA,NA,Swedish,helmet,Person/Thing,NA
helmet,StandardOrth,NA,NA,English,helmet,Person/Thing,NA
helm,StandardOrth,NA,NA,Dutch,helmet,Person/Thing,NA
Helm,StandardOrth,NA,Original (M. R. Key),German,helmet,Person/Thing,FALSE
hełm,StandardOrth,NA,NA,Polish,helmet,Person/Thing,NA
уарт,CyrillTrans,NA,NA,Ossetic,shield,Person/Thing,NA
scudo,StandardOrth,NA,NA,Italian,shield,Person/Thing,NA
bouclier,StandardOrth,NA,NA,French,shield,Person/Thing,NA
escut,StandardOrth,NA,NA,Catalan,shield,Person/Thing,NA
escudo,StandardOrth,NA,NA,Portuguese,shield,Person/Thing,NA
scut,StandardOrth,NA,NA,Romanian,shield,Person/Thing,NA
skjold,StandardOrth,NA,NA,Danish,shield,Person/Thing,NA
sköld,StandardOrth,NA,NA,Swedish,shield,Person/Thing,NA
shield,StandardOrth,NA,NA,English,shield,Person/Thing,NA
schild,StandardOrth,NA,NA,Dutch,shield,Person/Thing,NA
Schild,StandardOrth,NA,Original (M. R. Key),German,shield,Person/Thing,FALSE
tarcza,StandardOrth,NA,NA,Polish,shield,Person/Thing,NA
фидар,CyrillTrans,NA,NA,Ossetic,fortress,Person/Thing,NA
fortezza,StandardOrth,NA,NA,Italian,fortress,Person/Thing,NA
caposaldo,StandardOrth,NA,NA,Italian,fortress,Person/Thing,NA
château-fort,StandardOrth,NA,NA,French,fortress,Person/Thing,NA
forteresse,StandardOrth,NA,NA,French,fortress,Person/Thing,NA
fortalesa,StandardOrth,NA,NA,Catalan,fortress,Person/Thing,NA
fortaleza,StandardOrth,NA,NA,Portuguese,fortress,Person/Thing,NA
fortăreaţă,StandardOrth,NA,NA,Romanian,fortress,Person/Thing,NA
fæstning,StandardOrth,NA,NA,Danish,fortress,Person/Thing,NA
fästning,StandardOrth,NA,NA,Swedish,fortress,Person/Thing,NA
fortress,StandardOrth,NA,NA,English,fortress,Person/Thing,NA
vesting,StandardOrth,NA,NA,Dutch,fortress,Person/Thing,NA
fort,StandardOrth,NA,NA,Dutch,fortress,Person/Thing,NA
Festung,StandardOrth,NA,Original (M. R. Key),German,fortress,Person/Thing,FALSE
twierdza,StandardOrth,NA,NA,Polish,fortress,Person/Thing,NA
forteca,StandardOrth,NA,NA,Polish,fortress,Person/Thing,NA
мæсын,CyrillTrans,NA,NA,Ossetic,tower,Person/Thing,NA
гæнах,CyrillTrans,NA,NA,Ossetic,tower,Person/Thing,NA
torre,StandardOrth,NA,NA,Italian,tower,Person/Thing,NA
tour,StandardOrth,NA,NA,French,tower,Person/Thing,NA
torre,StandardOrth,NA,NA,Catalan,tower,Person/Thing,NA
torre,StandardOrth,NA,NA,Portuguese,tower,Person/Thing,NA
turn,StandardOrth,NA,NA,Romanian,tower,Person/Thing,NA
tårn,StandardOrth,NA,NA,Danish,tower,Person/Thing,NA
torn,StandardOrth,NA,NA,Swedish,tower,Person/Thing,NA
tower,StandardOrth,NA,NA,English,tower,Person/Thing,NA
toren,StandardOrth,NA,NA,Dutch,tower,Person/Thing,NA
turm,StandardOrth,NA,Original (M. R. Key),German,tower,Person/Thing,FALSE
wieża,StandardOrth,NA,NA,Polish,tower,Person/Thing,NA
уæлахиз,CyrillTrans,NA,NA,Ossetic,victory,Person/Thing,NA
уæлахиздзинад,CyrillTrans,NA,NA,Ossetic,victory,Person/Thing,NA
vittoria,StandardOrth,NA,NA,Italian,victory,Person/Thing,NA
victoire,StandardOrth,NA,NA,French,victory,Person/Thing,NA
victòria,StandardOrth,NA,NA,Catalan,victory,Person/Thing,NA
vitória,StandardOrth,NA,NA,Portuguese,victory,Person/Thing,NA
victorie,StandardOrth,NA,NA,Romanian,victory,Person/Thing,NA
biruinţă,StandardOrth,NA,NA,Romanian,victory,Person/Thing,NA
izbîndă,StandardOrth,NA,NA,Romanian,victory,Person/Thing,NA
sejr,StandardOrth,NA,NA,Danish,victory,Person/Thing,NA
seger,StandardOrth,NA,NA,Swedish,victory,Person/Thing,NA
victory,StandardOrth,NA,NA,English,victory,Person/Thing,NA
zege,StandardOrth,NA,NA,Dutch,victory,Person/Thing,NA
overwinning,StandardOrth,NA,NA,Dutch,victory,Person/Thing,NA
sieg,StandardOrth,NA,Original (M. R. Key),German,victory,Person/Thing,FALSE
zwycięstwo,StandardOrth,NA,NA,Polish,victory,Person/Thing,NA
басаст дæрæн,CyrillTrans,NA,NA,Ossetic,defeat,Person/Thing,NA
sconfitta,StandardOrth,NA,NA,Italian,defeat,Person/Thing,NA
défaite,StandardOrth,NA,NA,French,defeat,Person/Thing,NA
déroute,StandardOrth,NA,NA,French,defeat,Person/Thing,NA
derrota,StandardOrth,NA,NA,Catalan,defeat,Person/Thing,NA
derrota,StandardOrth,NA,NA,Portuguese,defeat,Person/Thing,NA
înfrîngere,StandardOrth,NA,NA,Romanian,defeat,Person/Thing,NA
nederlag,StandardOrth,NA,NA,Danish,defeat,Person/Thing,NA
neder-lag,StandardOrth,NA,NA,Swedish,defeat,Person/Thing,NA
defeat,StandardOrth,NA,NA,English,defeat,Person/Thing,NA
nederlaag,StandardOrth,NA,NA,Dutch,defeat,Person/Thing,NA
Niederlage,StandardOrth,NA,Original (M. R. Key),German,defeat,Person/Thing,FALSE
porażka,StandardOrth,NA,NA,Polish,defeat,Person/Thing,NA
атахъхъæй цæуын,CyrillTrans,NA,NA,Ossetic,attack,Person/Thing,NA
атахъхъæй бырсын,CyrillTrans,NA,NA,Ossetic,attack,Person/Thing,NA
aggredire,StandardOrth,NA,NA,Italian,attack,Person/Thing,NA
attaquer,StandardOrth,NA,NA,French,attack,Person/Thing,NA
atacar,StandardOrth,NA,NA,Catalan,attack,Person/Thing,NA
atacar,StandardOrth,NA,NA,Portuguese,attack,Person/Thing,NA
atac,StandardOrth,NA,NA,Romanian,attack,Person/Thing,NA
angreb,StandardOrth,NA,NA,Danish,attack,Person/Thing,NA
anfall,StandardOrth,NA,NA,Swedish,attack,Person/Thing,NA
attack,StandardOrth,NA,NA,English,attack,Person/Thing,NA
aanvallen,StandardOrth,NA,NA,Dutch,attack,Person/Thing,NA
Angriff,StandardOrth,NA,Original (M. R. Key),German,attack,Person/Thing,FALSE
atak,StandardOrth,NA,NA,Polish,attack,Person/Thing,NA
хи иргъæвын,CyrillTrans,NA,NA,Ossetic,defend,Action/Process,NA
difendere,StandardOrth,NA,NA,Italian,defend,Action/Process,NA
défendre,StandardOrth,NA,NA,French,defend,Action/Process,NA
defensar,StandardOrth,NA,NA,Catalan,defend,Action/Process,NA
defender,StandardOrth,NA,NA,Portuguese,defend,Action/Process,NA
apărare,StandardOrth,NA,NA,Romanian,defend,Action/Process,NA
forsvar,StandardOrth,NA,NA,Danish,defend,Action/Process,NA
för-svar,StandardOrth,NA,NA,Swedish,defend,Action/Process,NA
defend,StandardOrth,NA,NA,English,defend,Action/Process,NA
verdedigen,StandardOrth,NA,NA,Dutch,defend,Action/Process,NA
Verteidigung,StandardOrth,NA,Original (M. R. Key),German,defend,Action/Process,FALSE
obrona,StandardOrth,NA,NA,Polish,defend,Action/Process,NA
(o)bronić,StandardOrth,NA,NA,Polish,defend,Action/Process,NA
фæстæмæ цæуын,CyrillTrans,NA,NA,Ossetic,retreat,Action/Process,NA
сыдз кæнын,CyrillTrans,NA,NA,Ossetic,retreat,Action/Process,NA
ritirarsi,StandardOrth,NA,NA,Italian,retreat,Action/Process,NA
fuir,StandardOrth,NA,NA,French,retreat,Action/Process,NA
battre en retraite,StandardOrth,NA,NA,French,retreat,Action/Process,NA
retirar-se,StandardOrth,NA,NA,Catalan,retreat,Action/Process,NA
retirar-se,StandardOrth,NA,NA,Portuguese,retreat,Action/Process,NA
retragere,StandardOrth,NA,NA,Romanian,retreat,Action/Process,NA
retræte,StandardOrth,NA,NA,Danish,retreat,Action/Process,NA
reträtt,StandardOrth,NA,NA,Swedish,retreat,Action/Process,NA
åter-tåg,StandardOrth,NA,NA,Swedish,retreat,Action/Process,NA
retreat,StandardOrth,NA,NA,English,retreat,Action/Process,NA
terugtrekken,StandardOrth,NA,NA,Dutch,retreat,Action/Process,NA
vluchten,StandardOrth,NA,NA,Dutch,retreat,Action/Process,NA
Rückzug,StandardOrth,NA,Original (M. R. Key),German,retreat,Action/Process,FALSE
rejterada,StandardOrth,NA,NA,Polish,retreat,Action/Process,NA
odwrót,StandardOrth,NA,NA,Polish,retreat,Action/Process,NA
хи дæттын,CyrillTrans,NA,NA,Ossetic,surrender,Action/Process,NA
arrendersi,StandardOrth,NA,NA,Italian,surrender,Action/Process,NA
céder,StandardOrth,NA,NA,French,surrender,Action/Process,NA
se rendre,StandardOrth,NA,NA,French,surrender,Action/Process,NA
rendir-se,StandardOrth,NA,NA,Catalan,surrender,Action/Process,NA
capitular,StandardOrth,NA,NA,Portuguese,surrender,Action/Process,NA
render-se,StandardOrth,NA,NA,Portuguese,surrender,Action/Process,NA
preda,StandardOrth,NA,NA,Romanian,surrender,Action/Process,NA
overgive,StandardOrth,NA,NA,Danish,surrender,Action/Process,NA
kapitulera,StandardOrth,NA,NA,Swedish,surrender,Action/Process,NA
ge upp,StandardOrth,NA,NA,Swedish,surrender,Action/Process,NA
över-lämna,StandardOrth,NA,NA,Swedish,surrender,Action/Process,NA
surrender,StandardOrth,NA,NA,English,surrender,Action/Process,NA
overgeven,StandardOrth,NA,NA,Dutch,surrender,Action/Process,NA
ergeben,StandardOrth,NA,Original (M. R. Key),German,surrender,Action/Process,FALSE
kapitulieren,StandardOrth,NA,Original (M. R. Key),German,surrender,Action/Process,FALSE
poddać (się),StandardOrth,NA,NA,Polish,surrender,Action/Process,NA
уацайраг,CyrillTrans,NA,NA,Ossetic,"captive, prisoner",Person/Thing,NA
prigioniero,StandardOrth,NA,NA,Italian,"captive, prisoner",Person/Thing,NA
prisonnier,StandardOrth,NA,NA,French,"captive, prisoner",Person/Thing,NA
captit,StandardOrth,NA,NA,French,"captive, prisoner",Person/Thing,NA
presoner,StandardOrth,NA,NA,Catalan,"captive, prisoner",Person/Thing,NA
cativo,StandardOrth,NA,NA,Portuguese,"captive, prisoner",Person/Thing,NA
prisioneiro,StandardOrth,NA,NA,Portuguese,"captive, prisoner",Person/Thing,NA
captiv,StandardOrth,NA,NA,Romanian,"captive, prisoner",Person/Thing,NA
prizonier,StandardOrth,NA,NA,Romanian,"captive, prisoner",Person/Thing,NA
fange,StandardOrth,NA,NA,Danish,"captive, prisoner",Person/Thing,NA
fånge,StandardOrth,NA,NA,Swedish,"captive, prisoner",Person/Thing,NA
captive,StandardOrth,NA,NA,English,"captive, prisoner",Person/Thing,NA
prisoner,StandardOrth,NA,NA,English,"captive, prisoner",Person/Thing,NA
gevangene,StandardOrth,NA,NA,Dutch,"captive, prisoner",Person/Thing,NA
Gefangener,StandardOrth,NA,Original (M. R. Key),German,"captive, prisoner",Person/Thing,FALSE
jeniec,StandardOrth,NA,NA,Polish,"captive, prisoner",Person/Thing,NA
хъахъхъæнджытæ,CyrillTrans,NA,NA,Ossetic,"guard, sentinel",Person/Thing,NA
хъарагъуылтæ,CyrillTrans,NA,NA,Ossetic,"guard, sentinel",Person/Thing,NA
guardia,StandardOrth,NA,NA,Italian,"guard, sentinel",Person/Thing,NA
sentinella,StandardOrth,NA,NA,Italian,"guard, sentinel",Person/Thing,NA
garde,StandardOrth,NA,NA,French,"guard, sentinel",Person/Thing,NA
sentinelle,StandardOrth,NA,NA,French,"guard, sentinel",Person/Thing,NA
guàrdia,StandardOrth,NA,NA,Catalan,"guard, sentinel",Person/Thing,NA
sentinelˑla,StandardOrth,NA,NA,Catalan,"guard, sentinel",Person/Thing,NA
guarda,StandardOrth,NA,NA,Portuguese,"guard, sentinel",Person/Thing,NA
sentinela,StandardOrth,NA,NA,Portuguese,"guard, sentinel",Person/Thing,NA
vagt,StandardOrth,NA,NA,Danish,"guard, sentinel",Person/Thing,NA
vakt,StandardOrth,NA,NA,Swedish,"guard, sentinel",Person/Thing,NA
väktare,StandardOrth,NA,NA,Swedish,"guard, sentinel",Person/Thing,NA
guard,StandardOrth,NA,NA,English,"guard, sentinel",Person/Thing,NA
sentinel,StandardOrth,NA,NA,English,"guard, sentinel",Person/Thing,NA
wacht,StandardOrth,NA,NA,Dutch,"guard, sentinel",Person/Thing,NA
schildwacht,StandardOrth,NA,NA,Dutch,"guard, sentinel",Person/Thing,NA
Wächter,StandardOrth,NA,Original (M. R. Key),German,"guard, sentinel",Person/Thing,FALSE
Wache,StandardOrth,NA,Original (M. R. Key),German,"guard, sentinel",Person/Thing,FALSE
strażnik,StandardOrth,NA,NA,Polish,"guard, sentinel",Person/Thing,NA
garda,StandardOrth,NA,NA,Polish,"guard, sentinel",Person/Thing,NA
давд мулк,CyrillTrans,NA,NA,Ossetic,"booty, spoils",Person/Thing,NA
bottino,StandardOrth,NA,NA,Italian,"booty, spoils",Person/Thing,NA
butin,StandardOrth,NA,NA,French,"booty, spoils",Person/Thing,NA
dépouilles,StandardOrth,NA,NA,French,"booty, spoils",Person/Thing,NA
botí,StandardOrth,NA,NA,Catalan,"booty, spoils",Person/Thing,NA
pilhagem,StandardOrth,NA,NA,Portuguese,"booty, spoils",Person/Thing,NA
pradă,StandardOrth,NA,NA,Romanian,"booty, spoils",Person/Thing,NA
bytte,StandardOrth,NA,NA,Danish,"booty, spoils",Person/Thing,NA
rov,StandardOrth,NA,NA,Danish,"booty, spoils",Person/Thing,NA
byte,StandardOrth,NA,NA,Swedish,"booty, spoils",Person/Thing,NA
rov,StandardOrth,NA,NA,Swedish,"booty, spoils",Person/Thing,NA
booty,StandardOrth,NA,NA,English,"booty, spoils",Person/Thing,NA
spoils,StandardOrth,NA,NA,English,"booty, spoils",Person/Thing,NA
buit,StandardOrth,NA,NA,Dutch,"booty, spoils",Person/Thing,NA
Beute,StandardOrth,NA,Original (M. R. Key),German,"booty, spoils",Person/Thing,FALSE
łup (zdobycz),StandardOrth,NA,NA,Polish,"booty, spoils",Person/Thing,NA
разыбадын,CyrillTrans,NA,NA,Ossetic,ambush,Person/Thing,NA
бабадын,CyrillTrans,NA,NA,Ossetic,ambush,Person/Thing,NA
разыбадæн,CyrillTrans,NA,NA,Ossetic,ambush,Person/Thing,NA
рæсæн,CyrillTrans,NA,NA,Ossetic,ambush,Person/Thing,NA
арæсæн аразын,CyrillTrans,NA,NA,Ossetic,ambush,Person/Thing,NA
imboscata,StandardOrth,NA,NA,Italian,ambush,Person/Thing,NA
guet-apens,StandardOrth,NA,NA,French,ambush,Person/Thing,NA
embuscade,StandardOrth,NA,NA,French,ambush,Person/Thing,NA
emboscar,StandardOrth,NA,NA,Catalan,ambush,Person/Thing,NA
emboscada,StandardOrth,NA,NA,Catalan,ambush,Person/Thing,NA
emboscada,StandardOrth,NA,NA,Portuguese,ambush,Person/Thing,NA
pîndă,StandardOrth,NA,NA,Romanian,ambush,Person/Thing,NA
baghold,StandardOrth,NA,NA,Danish,ambush,Person/Thing,NA
bak-håll,StandardOrth,NA,NA,Swedish,ambush,Person/Thing,NA
ambush,StandardOrth,NA,NA,English,ambush,Person/Thing,NA
hinderlaag,StandardOrth,NA,NA,Dutch,ambush,Person/Thing,NA
Hinterhalt,StandardOrth,NA,Original (M. R. Key),German,ambush,Person/Thing,FALSE
zasadzka,StandardOrth,NA,NA,Polish,ambush,Person/Thing,NA
кæсагахсæг,CyrillTrans,NA,NA,Ossetic,fisherman,Person/Thing,NA
кæфахсæг,CyrillTrans,NA,NA,Ossetic,fisherman,Person/Thing,NA
pescatore,StandardOrth,NA,NA,Italian,fisherman,Person/Thing,NA
pêcheur,StandardOrth,NA,NA,French,fisherman,Person/Thing,NA
pescador,StandardOrth,NA,NA,Catalan,fisherman,Person/Thing,NA
pescador,StandardOrth,NA,NA,Portuguese,fisherman,Person/Thing,NA
fisker,StandardOrth,NA,NA,Danish,fisherman,Person/Thing,NA
fiskare,StandardOrth,NA,NA,Swedish,fisherman,Person/Thing,NA
fisherman,StandardOrth,NA,NA,English,fisherman,Person/Thing,NA
visser,StandardOrth,NA,NA,Dutch,fisherman,Person/Thing,NA
Fischer,StandardOrth,NA,Original (M. R. Key),German,fisherman,Person/Thing,FALSE
Angler,StandardOrth,NA,Original (M. R. Key),German,fisherman,Person/Thing,FALSE
rybak,StandardOrth,NA,NA,Polish,fisherman,Person/Thing,NA
æнгуыр,CyrillTrans,NA,NA,Ossetic,fishhook,Person/Thing,NA
amo,StandardOrth,NA,NA,Italian,fishhook,Person/Thing,NA
hameçon,StandardOrth,NA,NA,French,fishhook,Person/Thing,NA
ham,StandardOrth,NA,NA,Catalan,fishhook,Person/Thing,NA
anzol,StandardOrth,NA,NA,Portuguese,fishhook,Person/Thing,NA
fiskekrog,StandardOrth,NA,NA,Danish,fishhook,Person/Thing,NA
krok,StandardOrth,NA,NA,Swedish,fishhook,Person/Thing,NA
fishhook,StandardOrth,NA,NA,English,fishhook,Person/Thing,NA
vishaak,StandardOrth,NA,NA,Dutch,fishhook,Person/Thing,NA
Angelhacken,StandardOrth,NA,Original (M. R. Key),German,fishhook,Person/Thing,FALSE
haczyk,StandardOrth,NA,NA,Polish,fishhook,Person/Thing,NA
æнгуыры синаг,CyrillTrans,NA,NA,Ossetic,fishing line,Person/Thing,NA
æнгуырбос,CyrillTrans,NA,NA,Ossetic,fishing line,Person/Thing,NA
lenza,StandardOrth,NA,NA,Italian,fishing line,Person/Thing,NA
ligne,StandardOrth,NA,NA,French,fishing line,Person/Thing,NA
fil de pescar,StandardOrth,NA,NA,Catalan,fishing line,Person/Thing,NA
linha de pesca,StandardOrth,NA,NA,Portuguese,fishing line,Person/Thing,NA
corda,StandardOrth,NA,NA,Portuguese,fishing line,Person/Thing,NA
snøre,StandardOrth,NA,NA,Danish,fishing line,Person/Thing,NA
met-rev,StandardOrth,NA,NA,Swedish,fishing line,Person/Thing,NA
fishing line,StandardOrth,NA,NA,English,fishing line,Person/Thing,NA
vislijn,StandardOrth,NA,NA,Dutch,fishing line,Person/Thing,NA
Angelschnur,StandardOrth,NA,Original (M. R. Key),German,fishing line,Person/Thing,FALSE
żyłka,StandardOrth,NA,NA,Polish,fishing line,Person/Thing,NA
кæсагахсæн хыз,CyrillTrans,NA,NA,Ossetic,fishnet,Person/Thing,NA
rete da pesca,StandardOrth,NA,NA,Italian,fishnet,Person/Thing,NA
filet de pêche,StandardOrth,NA,NA,French,fishnet,Person/Thing,NA
xarxa,StandardOrth,NA,NA,Catalan,fishnet,Person/Thing,NA
rede,StandardOrth,NA,NA,Portuguese,fishnet,Person/Thing,NA
fiskenet,StandardOrth,NA,NA,Danish,fishnet,Person/Thing,NA
fisk-nät,StandardOrth,NA,NA,Swedish,fishnet,Person/Thing,NA
fishnet,StandardOrth,NA,NA,English,fishnet,Person/Thing,NA
visnet,StandardOrth,NA,NA,Dutch,fishnet,Person/Thing,NA
Fangnetz,StandardOrth,NA,Original (M. R. Key),German,fishnet,Person/Thing,FALSE
Fischernetz,StandardOrth,NA,Original (M. R. Key),German,fishnet,Person/Thing,FALSE
sieć na ryby,StandardOrth,NA,NA,Polish,fishnet,Person/Thing,NA
къæппæг,CyrillTrans,NA,NA,Ossetic,fish trap,Person/Thing,NA
цъысым,CyrillTrans,NA,NA,Ossetic,fish trap,Person/Thing,NA
nassa,StandardOrth,NA,NA,Italian,fish trap,Person/Thing,NA
nasse,StandardOrth,NA,NA,French,fish trap,Person/Thing,NA
nas,StandardOrth,NA,NA,Catalan,fish trap,Person/Thing,NA
nassa,StandardOrth,NA,NA,Portuguese,fish trap,Person/Thing,NA
armadilha de peixa,StandardOrth,NA,NA,Portuguese,fish trap,Person/Thing,NA
snärja,StandardOrth,NA,NA,Swedish,fish trap,Person/Thing,NA
fisk-fälla,StandardOrth,NA,NA,Swedish,fish trap,Person/Thing,NA
snara,StandardOrth,NA,NA,Swedish,fish trap,Person/Thing,NA
fish trap,StandardOrth,NA,NA,English,fish trap,Person/Thing,NA
visfuik,StandardOrth,NA,NA,Dutch,fish trap,Person/Thing,NA
Reuse,StandardOrth,NA,Original (M. R. Key),German,fish trap,Person/Thing,FALSE
сайæн,CyrillTrans,NA,NA,Ossetic,bait,NA,NA
esca,StandardOrth,NA,NA,Italian,bait,NA,NA
appât,StandardOrth,NA,NA,French,bait,NA,NA
esquer,StandardOrth,NA,NA,Catalan,bait,NA,NA
isca,StandardOrth,NA,NA,Portuguese,bait,NA,NA
lokkemad,StandardOrth,NA,NA,Danish,bait,NA,NA
agn,StandardOrth,NA,NA,Swedish,bait,NA,NA
bete,StandardOrth,NA,NA,Swedish,bait,NA,NA
bait,StandardOrth,NA,NA,English,bait,NA,NA
aas,StandardOrth,NA,NA,Dutch,bait,NA,NA
Köder,StandardOrth,NA,Original (M. R. Key),German,bait,NA,FALSE
przynęta,StandardOrth,NA,NA,Polish,bait,NA,NA
цуан кæнын,CyrillTrans,NA,NA,Ossetic,hunt,Action/Process,NA
cacciare,StandardOrth,NA,NA,Italian,hunt,Action/Process,NA
chasser,StandardOrth,NA,NA,French,hunt,Action/Process,NA
caçar,StandardOrth,NA,NA,Catalan,hunt,Action/Process,NA
caçar,StandardOrth,NA,NA,Portuguese,hunt,Action/Process,NA
jage,StandardOrth,NA,NA,Danish,hunt,Action/Process,NA
jaga,StandardOrth,NA,NA,Swedish,hunt,Action/Process,NA
hunt,StandardOrth,NA,NA,English,hunt,Action/Process,NA
jagen,StandardOrth,NA,NA,Dutch,hunt,Action/Process,NA
jagen,StandardOrth,NA,Original (M. R. Key),German,hunt,Action/Process,FALSE
(po)łów,StandardOrth,NA,NA,Polish,hunt,Action/Process,NA
łowić,StandardOrth,NA,NA,Polish,hunt,Action/Process,NA
æхсын,CyrillTrans,NA,NA,Ossetic,shoot,Action/Process,NA
sparare,StandardOrth,NA,NA,Italian,shoot,Action/Process,NA
tirer,StandardOrth,NA,NA,French,shoot,Action/Process,NA
fusiller,StandardOrth,NA,NA,French,shoot,Action/Process,NA
disparar,StandardOrth,NA,NA,Catalan,shoot,Action/Process,NA
disparar,StandardOrth,NA,NA,Portuguese,shoot,Action/Process,NA
fuzilar,StandardOrth,NA,NA,Portuguese,shoot,Action/Process,NA
skyde,StandardOrth,NA,NA,Danish,shoot,Action/Process,NA
skjuta,StandardOrth,NA,NA,Swedish,shoot,Action/Process,NA
fyra av,StandardOrth,NA,NA,Swedish,shoot,Action/Process,NA
shoot,StandardOrth,NA,NA,English,shoot,Action/Process,NA
schieten,StandardOrth,NA,NA,Dutch,shoot,Action/Process,NA
schießen,StandardOrth,NA,Original (M. R. Key),German,shoot,Action/Process,FALSE
strzelać,StandardOrth,NA,NA,Polish,shoot,Action/Process,NA
strzelić,StandardOrth,NA,NA,Polish,shoot,Action/Process,NA
фæкъуыхцы уæвын,CyrillTrans,NA,NA,Ossetic,miss (target),Action/Process,NA
фæмела уæвын,CyrillTrans,NA,NA,Ossetic,miss (target),Action/Process,NA
фæивгъуыдыйын,CyrillTrans,NA,NA,Ossetic,miss (target),Action/Process,NA
нæ фæцæф кæнын,CyrillTrans,NA,NA,Ossetic,miss (target),Action/Process,NA
mancare,StandardOrth,NA,NA,Italian,miss (target),Action/Process,NA
rater,StandardOrth,NA,NA,French,miss (target),Action/Process,NA
manquer,StandardOrth,NA,NA,French,miss (target),Action/Process,NA
fallar,StandardOrth,NA,NA,Catalan,miss (target),Action/Process,NA
falhar,StandardOrth,NA,NA,Portuguese,miss (target),Action/Process,NA
errar,StandardOrth,NA,NA,Portuguese,miss (target),Action/Process,NA
não acertar,StandardOrth,NA,NA,Portuguese,miss (target),Action/Process,NA
ramme forbi,StandardOrth,NA,NA,Danish,miss (target),Action/Process,NA
missa,StandardOrth,NA,NA,Swedish,miss (target),Action/Process,NA
gå miste om,StandardOrth,NA,NA,Swedish,miss (target),Action/Process,NA
miss target,StandardOrth,NA,NA,English,miss (target),Action/Process,NA
missen,StandardOrth,NA,NA,Dutch,miss (target),Action/Process,NA
